Date,Close,Volume,Log_Ret,Volatility,Log_Vol_Chg
2000-02-02,1409.1199951171875,1038600000.0,-0.00011356385074743024,0.257009116537865,0.05705647184485549
2000-02-03,1424.969970703125,1146500000.0,0.011185347697919614,0.2208920000687636,0.09884017088774052
2000-02-04,1424.3699951171875,1045100000.0,-0.00042113303572190804,0.22089950769592182,-0.09260124869750112
2000-02-07,1424.239990234375,918100000.0,-9.12760143166444e-05,0.22091700717653825,-0.12956153645080373
2000-02-08,1441.719970703125,1047700000.0,0.01219849367259354,0.2044661103243028,0.13204624720926492
2000-02-09,1411.7099609375,1050500000.0,-0.02103511705975112,0.21262025098282328,0.002668955926135941
2000-02-10,1416.8299560546875,1058800000.0,0.00362024285277645,0.20897165521094072,0.007869950067891145
2000-02-11,1387.1199951171875,1025700000.0,-0.021192298989189638,0.22047321370201836,-0.0317608850395809
2000-02-14,1389.93994140625,927300000.0,0.0020308868535491302,0.2153352820130684,-0.10085344750718497
2000-02-15,1402.050048828125,1092100000.0,0.008674947553079746,0.21400372564752979,0.16358058939750242
2000-02-16,1387.6700439453125,1018800000.0,-0.010309372816680578,0.21530205152287676,-0.0694769840983808
2000-02-17,1388.260009765625,1034800000.0,0.0004250581374747612,0.2152864998913641,0.015582707206572162
2000-02-18,1346.0899658203125,1042300000.0,-0.03084710308169203,0.23665715662469458,0.0072216384334026495
2000-02-22,1352.1700439453125,980000000.0,0.004506673481115292,0.23823812279833897,-0.061632517080659054
2000-02-23,1360.68994140625,993700000.0,0.006281139106337607,0.22199899673637374,0.013882778572700075
2000-02-24,1353.4300537109375,1215000000.0,-0.005349730316245383,0.2206833990510827,0.2010640055373312
2000-02-25,1333.3599853515625,1065200000.0,-0.014940089385435541,0.22515133596991038,-0.1315815018348717
2000-02-28,1348.050048828125,1026500000.0,0.010957078745980514,0.22978412456208994,-0.03700761748078885
2000-02-29,1366.4200439453125,1204300000.0,0.013535073096645703,0.21480650067482332,0.159743527807446
2000-03-01,1379.18994140625,1274100000.0,0.009302114728482016,0.1983855835041437,0.05634156172090088
2000-03-02,1381.760009765625,1198600000.0,0.0018617281349938522,0.1945037523671334,-0.06108583796325024
2000-03-03,1409.1700439453125,1150300000.0,0.019642853797381482,0.20718711413958107,-0.04113143112212026
2000-03-06,1391.280029296875,1029000000.0,-0.012776701994211102,0.2075174167198592,-0.11143532106791494
2000-03-07,1355.6199951171875,1314100000.0,-0.025965297120289534,0.22456891797901224,0.24456456381554273
2000-03-08,1366.699951171875,1203000000.0,0.008140128606934442,0.2274071099603536,-0.08833358367491354
2000-03-09,1401.68994140625,1123000000.0,0.025279570403423504,0.24173510993011885,-0.0688147612362357
2000-03-10,1395.0699462890625,1138800000.0,-0.004734054939684533,0.23137506730411653,0.013971400665439362
2000-03-13,1383.6199951171875,1016100000.0,-0.008241305233129576,0.23231847572099062,-0.11400330691204673
2000-03-14,1359.1500244140625,1094000000.0,-0.017843727175416074,0.22893983210724048,0.07386893449009088
2000-03-15,1392.1400146484375,1302800000.0,0.023982619773033384,0.24465492979715053,0.1746750904201519
2000-03-16,1458.469970703125,1482300000.0,0.04654577885905088,0.29201618011978786,0.12907914111773558
2000-03-17,1464.469970703125,1295100000.0,0.004105461314759303,0.28868588352215424,-0.13500702329027248
2000-03-20,1456.6300048828125,920800000.0,-0.005367830413634725,0.28992177603181135,-0.34110033382186855
2000-03-21,1493.8699951171875,1065900000.0,0.025244513080495853,0.27380894071194883,0.1463319342874182
2000-03-22,1500.6400146484375,1075000000.0,0.004521628609461416,0.2738086334380944,0.008501148866671972
2000-03-23,1527.3499755859375,1078300000.0,0.017642498044501166,0.2773050634190117,0.0030650653262635267
2000-03-24,1527.4599609375,1052200000.0,7.200798340682352e-05,0.2752602242170085,-0.024502516591319794
2000-03-27,1523.8599853515625,901000000.0,-0.002359619652895298,0.26665491551181086,-0.155133231688369
2000-03-28,1507.72998046875,959100000.0,-0.010641384406600805,0.27239725068435844,0.062490087125567445
2000-03-29,1508.52001953125,1061900000.0,0.0005238551715322017,0.27118575352032354,0.10181969067589444
2000-03-30,1487.9200439453125,1193400000.0,-0.013749849620433678,0.27794156512495366,0.11674661967818163
2000-03-31,1498.5799560546875,1227400000.0,0.007138762685515928,0.27812358740022464,0.028091734867015085
2000-04-03,1505.969970703125,1021700000.0,0.004919225661762653,0.2722130045573308,-0.1834302043576186
2000-04-04,1494.72998046875,1515460000.0,-0.0074916139480272976,0.2689091012586009,0.39425111662275775
2000-04-05,1487.3699951171875,1110300000.0,-0.004936119081060472,0.2490963745715517,-0.3110887741599157
2000-04-06,1501.3399658203125,1008000000.0,0.009348563512982749,0.2493590097814131,-0.09666207942890605
2000-04-07,1516.3499755859375,891600000.0,0.009948095294857916,0.23866788389674062,-0.12270584711960017
2000-04-10,1504.4599609375,853700000.0,-0.007872111321383407,0.2403143297053011,-0.043437757495453096
2000-04-11,1500.5899658203125,971400000.0,-0.002575662535388924,0.23758427962265324,0.12915848589538367
2000-04-12,1467.1700439453125,1175900000.0,-0.022522936175410978,0.24345180626793048,0.1910507609177256
2000-04-13,1440.510009765625,1032000000.0,-0.018338180821660742,0.24303934696581164,-0.130535144787862
2000-04-14,1356.56005859375,1279700000.0,-0.060045097522022965,0.2734046312736661,0.2151270084020422
2000-04-17,1401.43994140625,1204700000.0,0.03254811081334026,0.2997879787151024,-0.06039510217074316
2000-04-18,1441.6099853515625,1109400000.0,0.028260296800704302,0.317284537634098,-0.08241124465167285
2000-04-19,1427.469970703125,1001400000.0,-0.00985690838193474,0.3044470759947395,-0.10242030772528977
2000-04-20,1434.5400390625,896200000.0,0.004940641519006726,0.30456646994789477,-0.11099069754380168
2000-04-24,1429.8599853515625,868700000.0,-0.0032677404242178448,0.29594044297151073,-0.03116576108616779
2000-04-25,1477.43994140625,1071100000.0,0.0327342935409904,0.32097835950010983,0.2094435955047091
2000-04-26,1460.989990234375,999600000.0,-0.011196539243597151,0.3227020162947179,-0.06908623780978661
